X1,ACCIDENT_YEAR,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,PRIMARY_RD,SECONDARY_RD,DIRECTION,INTERSECTION,STATE_ROUTE,LOCATION_TYPE,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PRIMARY_COLL_FACTOR,PCF_VIOL_CATEGORY,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_COND_1,LIGHTING,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,ALCOHOL_INVOLVED,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,CITY,lon,lat,geometry,city_new
5989,2017,11/3/17,2017-11-03T03:55:00Z,Friday,ECHO VALLEY RD.,VIA DEL SOL,E,N,NA,NA,3,0,2,A,8,F,A,A,H,D,N,N,N,N,N,0,1,1,0,0,0,0,0,0,SALINAS,-121.6503272,36.82870242,"c(-121.6503272, 36.82870242)",Other Unincorporated
5990,2017,11/6/17,2017-11-06T17:49:00Z,Monday,101,FRONT ST O.C.,N,N,101,NA,4,0,1,A,3,C,C,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SOLEDAD,-121.3456779,36.43725238,"c(-121.3456779, 36.43725238)",Other Unincorporated
5991,2017,11/4/17,2017-11-04T07:15:00Z,Saturday,1,RESERVATION ROAD,N,N,1,NA,4,0,1,A,8,F,A,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MARINA,-121.8013099,36.70258436,"c(-121.8013099, 36.70258436)",Marina
5992,2017,11/5/17,2017-11-05T15:48:00Z,Sunday,1,RESERVATION RD U/C,N,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MARINA,-121.7971716,36.70988582,"c(-121.7971716, 36.70988582)",Other Unincorporated
5993,2017,11/6/17,2017-11-06T07:15:00Z,Monday,68,SR-1,W,N,68,NA,3,0,1,A,9,C,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,PEBBLE BEACH,-121.9129103,36.57528988,"c(-121.9129103, 36.57528988)",Pebble Beach
5994,2017,11/3/17,2017-11-03T09:22:00Z,Friday,ELKHORN ROAD,WERNER ROAD,S,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,ROYAL OAKS,-121.7472734,36.87867982,"c(-121.7472734, 36.87867982)",Royal Oake
5995,2017,11/3/17,2017-11-03T21:59:00Z,Friday,101,AIRPORT BLVD,S,N,101,NA,4,0,3,A,3,C,C,A,H,D,N,N,N,N,N,0,0,3,0,0,0,0,0,0,SALINAS,-121.613214,36.64637695,"c(-121.613214, 36.64637695)",Other Unincorporated
5996,2017,11/3/17,2017-11-03T07:20:00Z,Friday,1,JENSEN ROAD,N,N,1,NA,3,0,1,A,5,A,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,ROYAL OAKS,-121.7710866,36.85566023,"c(-121.7710866, 36.85566023)",Royal Oake
5997,2017,5/11/17,2017-05-11T14:09:00Z,Thursday,EAST LAUREL DR,TOWT ST,NA,Y,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6176699,36.67920005,"c(-121.6176699, 36.67920005)",Salinas
5998,2017,5/6/17,2017-05-06T14:02:00Z,Saturday,NORTH MAIN ST,SAN JUAN GRADE RD,N,N,NA,NA,4,0,2,A,4,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6537877,36.71801054,"c(-121.6537877, 36.71801054)",Salinas
5999,2017,5/9/17,2017-05-09T21:06:00Z,Tuesday,NORTH SANBORN RD,E ALISAL ST,N,NA,NA,NA,4,0,1,A,7,B,C,A,H,C,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.62744000000001,36.67296495,"c(-121.62744, 36.67296495)",Salinas
6000,2017,5/8/17,2017-05-08T23:51:00Z,Monday,REATA ST,MARYAL DR,NA,Y,NA,NA,3,0,2,A,1,D,C,A,H,D,N,N,N,N,Y,0,2,0,0,0,0,0,0,0,SALINAS,-121.6463699,36.70209009,"c(-121.6463699, 36.70209009)",Salinas
6001,2017,5/20/17,2017-05-20T10:52:00Z,Saturday,HUMBOLDT,DONNER,N,N,NA,NA,4,0,1,A,11,G,B,E,H,A,Y,N,N,N,N,0,0,1,0,1,0,0,0,0,SALINAS,-121.6297605,36.70996297,"c(-121.6297605, 36.70996297)",Salinas
6002,2017,5/1/17,2017-05-01T02:49:00Z,Monday,EAST BORONDA RD,INDEPENDENCE BL,NA,Y,NA,NA,3,0,2,A,8,E,I,A,H,C,N,N,N,N,N,0,1,1,0,0,0,0,0,0,SALINAS,-121.61654,36.71493007,"c(-121.61654, 36.71493007)",Salinas
6003,2017,5/14/17,2017-05-14T15:02:00Z,Sunday,NORTH MAIN ST,ALVIN DR,NA,Y,NA,NA,4,0,2,A,3,A,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6536699,36.70787004,"c(-121.6536699, 36.70787004)",Salinas
6004,2017,4/18/17,2017-04-18T18:28:00Z,Tuesday,NA,2ND AV,N,N,NA,NA,4,0,1,A,0,G,B,D,H,A,Y,N,N,N,N,0,0,1,0,1,0,0,0,0,SALINAS,-121.6221954,36.67516588,"c(-121.6221954, 36.67516588)",Salinas
6005,2017,5/18/17,2017-05-18T00:08:00Z,Thursday,NORTH MAIN ST,BOLIVAR ST,NA,Y,NA,NA,4,0,1,A,12,D,C,A,H,C,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6563699,36.72505007,"c(-121.6563699, 36.72505007)",Salinas
6006,2017,5/19/17,2017-05-19T23:18:00Z,Friday,CASENTINI ST,NORTH MAIN ST,W,N,NA,NA,2,0,2,A,1,A,C,A,H,C,N,N,N,N,Y,1,1,0,0,0,0,0,0,0,SALINAS,-121.6559378,36.68588171,"c(-121.6559378, 36.68588171)",Salinas
6007,2017,5/3/17,2017-05-03T17:46:00Z,Wednesday,EAST LAUREL DR,ST EDWARDS ST,NA,Y,NA,NA,4,0,2,A,9,D,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6231,36.68633001,"c(-121.6231, 36.68633001)",Salinas
6008,2017,11/6/17,2017-11-06T13:25:00Z,Monday,DAVIS ROAD,BLANCO ROAD,N,N,NA,NA,4,0,1,A,21,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6849095,36.66702221,"c(-121.6849095, 36.66702221)",Other Unincorporated
6009,2017,11/6/17,2017-11-06T10:40:00Z,Monday,MERIDIAN ROAD,DYER ROAD,E,N,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6824311,36.78829629,"c(-121.6824311, 36.78829629)",Other Unincorporated
6010,2017,11/7/17,2017-11-07T09:20:00Z,Tuesday,101,RALPH LANE,N,N,101,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6682505,36.76648625,"c(-121.6682505, 36.76648625)",Other Unincorporated
6011,2017,11/3/17,2017-11-03T13:40:00Z,Friday,101,ECKHART RD.,N,N,101,NA,4,0,4,A,8,C,C,A,H,A,N,N,N,Y,N,0,0,4,0,0,0,0,0,0,SALINAS,-121.5735355,36.61763105,"c(-121.5735355, 36.61763105)",Other Unincorporated
6012,2017,11/11/17,2017-11-11T17:35:00Z,Saturday,68,B ROAD,W,N,68,NA,2,0,2,A,5,A,C,A,H,D,N,N,Y,N,N,1,0,1,0,0,0,0,0,1,SALINAS,-121.7620279,36.57041742,"c(-121.7620279, 36.57041742)",Other Unincorporated
6013,2017,11/7/17,2017-11-07T14:30:00Z,Tuesday,NASHUA ROAD,MONTE ROAD,S,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.7587869,36.73489193,"c(-121.7587869, 36.73489193)",Other Unincorporated
6014,2017,11/7/17,2017-11-07T07:45:00Z,Tuesday,1,LIGHTFIGHTER DRIVE,S,N,NA,NA,4,0,1,A,7,B,C,A,H,A,N,N,N,Y,N,0,0,1,0,0,0,0,0,0,SEASIDE,-121.8189429,36.64437161,"c(-121.8189429, 36.64437161)",Seaside
6015,2017,11/11/17,2017-11-11T17:51:00Z,Saturday,1,COAST RD,S,N,1,NA,3,0,1,A,8,E,J,A,H,D,N,N,N,N,N,0,1,0,0,0,0,0,0,0,CARMEL,-121.9022359,36.35611445,"c(-121.9022359, 36.35611445)",Other Unincorporated
6016,2017,11/11/17,2017-11-11T15:20:00Z,Saturday,1,TIOGA AVE,S,N,NA,NA,4,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SAND CITY,-121.8494584,36.61715453,"c(-121.8494584, 36.61715453)",Sand City
6017,2017,11/10/17,2017-11-10T14:40:00Z,Friday,101,TEAGUE AVENUE,S,N,NA,NA,2,0,1,A,8,F,A,A,H,A,N,N,N,N,N,1,0,0,0,0,0,0,0,0,KING CITY,-121.1778389,36.25580068,"c(-121.1778389, 36.25580068)",Other Unincorporated
6018,2017,11/10/17,2017-11-10T16:29:00Z,Friday,183,BLACKIE ROAD,N,N,183,NA,4,0,5,A,3,C,C,A,H,A,N,N,N,N,N,0,0,5,0,0,0,0,0,0,CASTROVILLE,-121.7481168,36.75841626,"c(-121.7481168, 36.75841626)",Castroville
6019,2017,11/11/17,2017-11-11T06:04:00Z,Saturday,SALINAS RD,HILLCREST RD,E,N,NA,NA,3,0,1,A,8,B,I,A,H,B,N,N,N,N,N,0,1,0,0,0,0,0,0,0,ROYAL OAKS,-121.7611449,36.87364434,"c(-121.7611449, 36.87364434)",Royal Oake
6020,2017,11/12/17,2017-11-12T15:02:00Z,Sunday,1,JULIA PFEIFFER BURNS,N,N,1,NA,3,0,3,A,8,E,I,A,H,A,N,N,N,N,N,0,3,0,0,0,0,0,0,0,BIG SUR,-121.6870739,36.17162725,"c(-121.6870739, 36.17162725)",Big Sur
6021,2017,11/12/17,2017-11-12T16:47:00Z,Sunday,1,SR-183,NA,N,1,NA,4,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,CASTROVILLE,-121.7652636,36.76570811,"c(-121.7652636, 36.76570811)",Castroville
6022,2017,11/12/17,2017-11-12T18:40:00Z,Sunday,SAN MIGUEL CANYON ROAD,PRUNEDALE NORTH ROAD,S,N,NA,NA,4,0,1,A,3,C,C,A,H,C,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6650373,36.80047512,"c(-121.6650373, 36.80047512)",Other Unincorporated
6023,2017,11/15/17,2017-11-15T17:39:00Z,Wednesday,68,MORSE DRIVE,E,N,68,NA,4,0,2,A,3,C,C,A,H,D,N,N,N,N,N,0,0,2,0,0,0,0,0,0,PEBBLE BEACH,-121.922395,36.5965978,"c(-121.922395, 36.5965978)",Pebble Beach
6024,2017,11/14/17,2017-11-14T09:05:00Z,Tuesday,SPENCE ROAD,US-101,E,N,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.5628972,36.61539832,"c(-121.5628972, 36.61539832)",Other Unincorporated
6025,2017,11/12/17,2017-11-12T12:30:00Z,Sunday,101,SR-156,S,N,101,NA,3,0,2,A,3,C,C,A,H,A,N,N,N,N,Y,0,1,1,0,0,0,0,0,0,SALINAS,-121.6677784,36.78822171,"c(-121.6677784, 36.78822171)",Other Unincorporated
6026,2017,11/14/17,2017-11-14T06:15:00Z,Tuesday,SAN JUAN ROAD,EL CERRO ROAD,W,N,NA,NA,4,0,1,A,3,C,C,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,ROYAL OAKS,-121.6419707,36.85628774,"c(-121.6419707, 36.85628774)",Royal Oake
6027,2017,11/13/17,2017-11-13T06:25:00Z,Monday,183,MEAD STREET,N,N,183,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,CASTROVILLE,-121.7620911,36.76871538,"c(-121.7620911, 36.76871538)",Castroville
6028,2017,11/13/17,2017-11-13T08:25:00Z,Monday,CASTROVILLE BLVD,COLLINS ROAD,N,N,NA,NA,4,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,CASTROVILLE,-121.7427794,36.77121113,"c(-121.7427794, 36.77121113)",Castroville
6029,2017,5/7/17,2017-05-07T12:37:00Z,Sunday,MONTEREY ST,EAST MARKET ST,N,N,NA,NA,3,0,4,A,4,C,C,A,H,A,N,N,N,N,N,0,1,3,0,0,0,0,0,0,SALINAS,-121.6545718,36.67785946,"c(-121.6545718, 36.67785946)",Salinas
6030,2017,5/2/17,2017-05-02T13:05:00Z,Tuesday,EAST MARKET ST,SHERWOOD DR,E,N,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6490889,36.67847844,"c(-121.6490889, 36.67847844)",Salinas
6031,2017,5/23/17,2017-05-23T15:45:00Z,Tuesday,NORTH MAIN ST,IRIS DR,NA,Y,NA,NA,3,0,4,A,12,D,C,A,H,A,N,N,N,N,N,0,1,3,0,0,0,0,0,0,SALINAS,-121.65224,36.69317003,"c(-121.65224, 36.69317003)",Salinas
6032,2017,5/4/17,2017-05-04T09:18:00Z,Thursday,CONSTITUTION BL,INDEPENDENCE BL,N,N,NA,NA,3,0,2,A,9,A,C,A,H,A,N,N,N,N,N,0,1,1,0,0,0,0,0,0,SALINAS,-121.6197823,36.70036205,"c(-121.6197823, 36.70036205)",Salinas
6033,2017,5/1/17,2017-05-01T15:52:00Z,Monday,E ALISAL ST,WOOD ST,W,N,NA,NA,4,0,1,A,NA,NA,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6354507,36.67370534,"c(-121.6354507, 36.67370534)",Salinas
6034,2017,5/3/17,2017-05-03T17:57:00Z,Wednesday,PAJARO ST,E ACACIA,S,N,NA,NA,4,0,1,A,3,C,E,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6546523,36.66358744,"c(-121.6546523, 36.66358744)",Salinas
6035,2017,5/2/17,2017-05-02T07:56:00Z,Tuesday,INDEPENDENCE BL,DANBURY ST,NA,Y,NA,NA,3,0,1,A,3,D,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,SALINAS,-121.6184999,36.71227008,"c(-121.6184999, 36.71227008)",Salinas
6036,2017,5/2/17,2017-05-02T08:57:00Z,Tuesday,VANDENBERG ST,LA GUARDIA ST,NA,Y,NA,NA,4,0,3,A,3,E,I,A,H,A,N,N,N,N,N,0,0,3,0,0,0,0,0,0,SALINAS,-121.6071,36.65768007,"c(-121.6071, 36.65768007)",Salinas
6037,2017,5/18/17,2017-05-18T11:49:00Z,Thursday,CASANOVA AV,NORTH FREMONT ST,S,N,NA,NA,3,0,1,A,17,D,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,MONTEREY,-121.8528054,36.5973487,"c(-121.8528054, 36.5973487)",Monterey
6038,2017,5/21/17,2017-05-21T10:24:00Z,Sunday,NORTH FREMONT ST,RAMONA AV,E,N,NA,NA,4,0,1,A,9,B,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.855768,36.5972857,"c(-121.855768, 36.5972857)",Monterey
6039,2017,6/10/17,2017-06-10T15:19:00Z,Saturday,DEL MONTE AV,CAMINO EL ESTERO,E,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8872998,36.59994,"c(-121.8872998, 36.59994)",Monterey
6040,2017,11/16/17,2017-11-16T22:05:00Z,Thursday,SAN JUAN GRADE ROAD,CRAZY HORS CANYON ROAD,S,N,NA,NA,4,0,1,A,3,E,A,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6036257,36.77329568,"c(-121.6036257, 36.77329568)",Other Unincorporated
6041,2017,11/13/17,2017-11-13T18:00:00Z,Monday,SALINAS ROAD,TRAFTON ROAD,NA,Y,NA,NA,4,0,2,A,9,D,C,A,H,D,N,N,N,N,N,0,0,2,0,0,0,0,0,0,ROYAL OAKS,-121.74711,36.88679001,"c(-121.74711, 36.88679001)",Royal Oake
6042,2017,11/17/17,2017-11-17T17:46:00Z,Friday,WEST BLANCO RD,ARMSTRONG RD,E,N,NA,NA,2,0,1,A,9,D,C,A,H,D,N,N,N,N,N,1,0,0,0,0,0,0,0,0,SALINAS,-121.7068999,36.67859999,"c(-121.7068999, 36.67859999)",Other Unincorporated
6043,2017,11/17/17,2017-11-17T18:50:00Z,Friday,1,IMJIN PKWY,N,N,1,NA,3,0,1,A,8,E,I,A,H,C,N,N,N,N,N,0,1,0,0,0,0,0,0,0,MARINA,-121.8108876,36.67271488,"c(-121.8108876, 36.67271488)",Marina
6044,2017,11/13/17,2017-11-13T14:08:00Z,Monday,1,BIXBY BRIDGE,N,N,1,NA,2,0,1,A,8,F,A,A,H,A,N,N,Y,N,N,1,0,0,0,0,0,0,0,1,CARMEL,-121.9048637,36.37435265,"c(-121.9048637, 36.37435265)",Other Unincorporated
6045,2017,9/10/17,2017-09-10T19:56:00Z,Sunday,HALL ROAD,SILL ROAD,E,N,NA,NA,1,1,1,A,11,G,B,D,H,D,Y,N,Y,N,Y,0,1,0,1,0,0,0,0,1,ROYAL OAKS,-121.7213163,36.86411,"c(-121.7213163, 36.86411)",Royal Oake
6046,2017,10/26/17,2017-10-26T05:40:00Z,Thursday,SAN JUAN ROAD,SAN MIGUEL CANYON ROAD,W,N,NA,NA,1,1,1,A,1,A,C,A,H,D,N,N,N,N,Y,1,0,0,0,0,0,0,0,0,ROYAL OAKS,-121.7131352,36.90399813,"c(-121.7131352, 36.90399813)",Royal Oake
6047,2017,11/19/17,2017-11-19T04:25:00Z,Sunday,HEBERT ROAD,MIDDLEFIELD ROAD,E,N,NA,NA,3,0,1,A,1,E,I,A,H,D,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,SALINAS,-121.6119879,36.75747947,"c(-121.6119879, 36.75747947)",Other Unincorporated
6048,2017,11/13/17,2017-11-13T17:40:00Z,Monday,68,CORRAL DE TIERRA RD,W,N,68,NA,3,0,1,A,3,C,C,A,H,D,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.728248,36.57845848,"c(-121.728248, 36.57845848)",Other Unincorporated
6049,2017,11/21/17,2017-11-21T11:40:00Z,Tuesday,1,JULIA PHEIFFER BURNS PARK,N,N,1,NA,1,1,0,C,18,H,A,A,H,A,N,N,N,N,N,0,0,0,0,0,0,0,0,0,BIG SUR,-121.6810046,36.1685668,"c(-121.6810046, 36.1685668)",Big Sur
6050,2017,11/21/17,2017-11-21T10:17:00Z,Tuesday,101,MAIN STREET (CHUALAR),S,N,101,NA,4,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,CHUALAR,-121.5134431,36.5650006,"c(-121.5134431, 36.5650006)",Chualar
6051,2017,11/19/17,2017-11-19T15:05:00Z,Sunday,MCDOUGAL STREET,PRESTON STREET,S,N,NA,NA,4,0,1,A,21,E,I,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,CASTROVILLE,-121.7571694,36.76642593,"c(-121.7571694, 36.76642593)",Castroville
6052,2017,11/20/17,2017-11-20T09:54:00Z,Monday,CARPENTER ROAD,SR-1,E,N,NA,NA,4,0,1,A,21,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,CARMEL,-121.91293,36.56698,"c(-121.91293, 36.56698)",Other Unincorporated
6053,2017,11/21/17,2017-11-21T15:57:00Z,Tuesday,101,AIRPORT BLVD,S,N,101,NA,4,0,2,A,8,E,I,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6209124,36.65763497,"c(-121.6209124, 36.65763497)",Other Unincorporated
6054,2017,11/20/17,2017-11-20T16:05:00Z,Monday,CARMEL VALLEY ROAD,SCARLETT ROAD,NA,Y,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,CARMEL VALLEY,-121.79369,36.52400005,"c(-121.79369, 36.52400005)",Carmel Valley
6055,2017,11/10/17,2017-11-10T17:45:00Z,Friday,101,5TH STREET,N,N,NA,NA,4,0,2,A,3,C,C,A,H,D,N,N,N,N,N,0,0,2,0,0,0,0,0,0,GONZALES,-121.4389565,36.51545851,"c(-121.4389565, 36.51545851)",Gonzales
6056,2017,11/15/17,2017-11-15T12:40:00Z,Wednesday,101,MAIN STREET,N,N,101,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6546162,36.68819788,"c(-121.6546162, 36.68819788)",Salinas
6057,2017,11/16/17,2017-11-16T21:30:00Z,Thursday,101,SAN MIGUEL CANYON ROAD OVERCROSS,S,N,101,NA,4,0,2,A,3,D,C,A,H,C,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6645577,36.79915999,"c(-121.6645577, 36.79915999)",Other Unincorporated
6058,2017,11/19/17,2017-11-19T17:10:00Z,Sunday,SALINAS ROAD,RAILROAD AVENUE,S,N,NA,NA,4,0,1,A,3,C,C,A,H,C,N,N,N,N,N,0,0,1,0,0,0,0,0,0,PAJARO,-121.7475485,36.89351883,"c(-121.7475485, 36.89351883)",Pajaro
6059,2017,11/22/17,2017-11-22T19:25:00Z,Wednesday,101,JOLON ROAD,S,N,101,NA,3,0,1,A,1,E,I,A,H,D,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,KING CITY,-121.1477667,36.19786044,"c(-121.1477667, 36.19786044)",Other Unincorporated
6060,2017,11/23/17,2017-11-23T16:30:00Z,Thursday,101,ESPERANZA RD.,S,N,NA,NA,4,0,1,C,18,F,I,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.536456,36.58664614,"c(-121.536456, 36.58664614)",Other Unincorporated
6061,2017,11/23/17,2017-11-23T11:10:00Z,Thursday,101,MAIN STREET (CHUALAR),S,N,101,NA,3,0,1,A,8,E,I,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,GONZALES,-121.5076747,36.55910103,"c(-121.5076747, 36.55910103)",Other Unincorporated
6062,2017,11/22/17,2017-11-22T08:53:00Z,Wednesday,DAVIS ROAD,BLANCO ROAD,N,N,NA,NA,4,0,1,A,21,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.68509,36.66682222,"c(-121.68509, 36.66682222)",Other Unincorporated
6063,2017,11/22/17,2017-11-22T07:00:00Z,Wednesday,BLANCO  ROAD,COOPER ROAD,W,N,NA,NA,4,0,1,A,8,E,I,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.7404218,36.67864609,"c(-121.7404218, 36.67864609)",Other Unincorporated
6064,2017,11/21/17,2017-11-21T10:40:00Z,Tuesday,1,LIGHTFIGHTER DRIVE,S,N,1,NA,3,0,2,A,3,F,A,A,H,A,N,N,N,N,N,0,2,0,0,0,0,0,0,0,SEASIDE,-121.8301393,36.63736933,"c(-121.8301393, 36.63736933)",Seaside
6065,2017,11/23/17,2017-11-23T06:00:00Z,Thursday,CHUALAR RIVER ROAD,RIVER ROAD,E,N,NA,NA,4,0,1,A,8,F,A,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,CHUALAR,-121.5435985,36.55368801,"c(-121.5435985, 36.55368801)",Chualar
6066,2017,11/24/17,2017-11-24T05:35:00Z,Friday,101,MARKET STREET,N,N,101,NA,4,0,1,A,8,E,I,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6427579,36.68140108,"c(-121.6427579, 36.68140108)",Salinas
6067,2017,11/24/17,2017-11-24T02:10:00Z,Friday,HALL ROAD,WILLOW ROAD,E,N,NA,NA,4,0,1,A,8,E,I,A,H,C,N,N,N,N,N,0,0,1,0,0,0,0,0,0,ROYAL OAKS,-121.7349466,36.86563941,"c(-121.7349466, 36.86563941)",Royal Oake
6068,2017,11/24/17,2017-11-24T16:50:00Z,Friday,RESERVATION RD,PORTOLA DR,W,N,NA,NA,2,0,2,A,9,D,C,A,H,B,N,N,Y,N,N,2,0,0,0,0,0,0,0,2,SALINAS,-121.6988814,36.63412411,"c(-121.6988814, 36.63412411)",Other Unincorporated
6069,2017,11/26/17,2017-11-26T02:01:00Z,Sunday,SALINAS ROAD,TRAFTON ROAD,S,N,NA,NA,3,0,1,A,3,C,C,A,H,C,N,N,N,N,N,0,1,0,0,0,0,0,0,0,ROYAL OAKS,-121.7469413,36.88404612,"c(-121.7469413, 36.88404612)",Royal Oake
6070,2017,11/22/17,2017-11-22T06:00:00Z,Wednesday,METZ ROAD,ELM AVENUE,N,N,NA,NA,3,0,1,A,8,F,A,A,H,B,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SOLEDAD,-121.2141009,36.35729282,"c(-121.2141009, 36.35729282)",Other Unincorporated
6071,2017,11/24/17,2017-11-24T11:10:00Z,Friday,1,SR-183,N,N,1,R,4,0,1,A,3,C,C,A,H,A,N,N,N,Y,N,0,0,1,0,0,0,0,0,0,CASTROVILLE,-121.76544,36.77103,"c(-121.76544, 36.77103)",Castroville
6072,2017,11/27/17,2017-11-27T09:30:00Z,Monday,SAN JUAN ROAD,SUSAN STREET,E,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,PAJARO,-121.7442244,36.90440276,"c(-121.7442244, 36.90440276)",Pajaro
6073,2017,11/27/17,2017-11-27T15:48:00Z,Monday,68,BOOTS RD,E,N,68,NA,3,0,2,A,8,E,I,A,H,A,N,N,N,N,N,0,2,0,0,0,0,0,0,0,MONTEREY,-121.7753467,36.56813949,"c(-121.7753467, 36.56813949)",Other Unincorporated
6074,2017,11/28/17,2017-11-28T14:20:00Z,Tuesday,101,SHERWOOD,S,N,101,NA,3,0,1,A,3,E,I,A,H,A,N,N,Y,N,N,0,1,0,0,0,0,0,0,1,SALINAS,-121.6441792,36.68241675,"c(-121.6441792, 36.68241675)",Salinas
6075,2017,11/17/17,2017-11-17T09:50:00Z,Friday,101,SHERWOOD DRIVE,N,N,NA,NA,3,0,1,A,1,F,I,A,H,A,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,SALINAS,-121.6499644,36.68551507,"c(-121.6499644, 36.68551507)",Salinas
6076,2017,11/24/17,2017-11-24T10:10:00Z,Friday,METZ ROAD,BLUE JAY LANE,N,N,NA,NA,3,0,3,A,8,F,A,A,H,A,N,N,N,N,N,0,3,0,0,0,0,0,0,0,SOLEDAD,-121.2627835,36.4058574,"c(-121.2627835, 36.4058574)",Other Unincorporated
6077,2017,11/25/17,2017-11-25T18:25:00Z,Saturday,101,REESE CIRCLE,S,N,101,NA,4,0,1,A,3,C,C,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6682695,36.76654574,"c(-121.6682695, 36.76654574)",Other Unincorporated
