X1,ACCIDENT_YEAR,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,PRIMARY_RD,SECONDARY_RD,DIRECTION,INTERSECTION,STATE_ROUTE,LOCATION_TYPE,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PRIMARY_COLL_FACTOR,PCF_VIOL_CATEGORY,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_COND_1,LIGHTING,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,ALCOHOL_INVOLVED,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,CITY,lon,lat,geometry,city_new
8043,2017,3/5/17,2017-03-05T19:00:00Z,Sunday,101,EAST MARKET ST,NA,Y,101,R,3,0,1,A,9,B,G,A,H,B,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,SALINAS,-121.6419037,36.67959866,"c(-121.6419037, 36.67959866)",Salinas
8044,2018,3/31/18,2018-03-31T08:10:00Z,Saturday,68,WEST ACACIA ST,N,N,68,I,2,0,1,A,10,G,B,B,H,A,Y,N,N,N,N,1,0,0,0,1,0,0,0,0,SALINAS,-121.6571121,36.66454697,"c(-121.6571121, 36.66454697)",Salinas
8045,2018,3/13/18,2018-03-13T15:28:00Z,Tuesday,RIKER ST,W ROMIE LN,NA,Y,NA,NA,4,0,2,A,9,D,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6627579,36.66381836,"c(-121.6627579, 36.66381836)",Salinas
8046,2018,5/27/18,2018-05-27T11:47:00Z,Sunday,MADISON ST,PACIFIC ST,NA,Y,NA,NA,4,0,1,A,12,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8971024,36.59680939,"c(-121.8971024, 36.59680939)",Monterey
8047,2018,5/26/18,2018-05-26T16:13:00Z,Saturday,PACIFIC ST,GROVE ST,NA,Y,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8992004,36.59075165,"c(-121.8992004, 36.59075165)",Monterey
8048,2018,5/28/18,2018-05-28T18:50:00Z,Monday,DEL MONTE AV,CAMINO EL ESTERO,E,N,NA,NA,4,0,1,A,5,B,C,A,H,A,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8854599,36.59994125,"c(-121.8854599, 36.59994125)",Monterey
8049,2018,5/5/18,2018-05-05T20:19:00Z,Saturday,PACIFIC ST,SCOTT ST,NA,Y,NA,NA,3,0,1,A,9,A,C,A,H,C,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,MONTEREY,-121.8953705,36.60317993,"c(-121.8953705, 36.60317993)",Monterey
8050,2018,6/1/18,2018-06-01T00:48:00Z,Friday,LIGHTHOUSE AV,DICKMAN AV,S,N,NA,NA,3,0,2,A,1,E,J,A,H,C,N,N,N,N,Y,0,1,1,0,0,0,0,0,0,MONTEREY,-121.898941,36.61028671,"c(-121.898941, 36.61028671)",Monterey
8051,2018,6/1/18,2018-06-01T11:24:00Z,Friday,NORTH FREMONT ST,PALO VERDE AV,NA,Y,NA,NA,4,0,1,A,7,B,C,A,H,A,N,N,Y,N,N,0,0,1,0,0,0,0,0,1,MONTEREY,-121.8655167,36.59577179,"c(-121.8655167, 36.59577179)",Monterey
8052,2018,5/23/18,2018-05-23T05:08:00Z,Wednesday,5TH ST,4TH ST,N,N,NA,NA,4,0,1,A,NA,B,C,A,H,B,N,N,N,Y,N,0,0,1,0,0,0,0,0,0,MARINA,-121.8001633,36.66487885,"c(-121.8001633, 36.66487885)",Marina
8053,2018,6/4/18,2018-06-04T07:54:00Z,Monday,CRESCENT AV,RESERVATION RD,S,N,NA,NA,4,0,1,A,8,E,I,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MARINA,-121.7923355,36.68315125,"c(-121.7923355, 36.68315125)",Marina
8054,2018,5/11/18,2018-05-11T18:03:00Z,Friday,MISSION ST,4TH AV,S,N,NA,NA,3,0,1,A,21,H,B,E,H,A,Y,N,N,N,Y,0,1,0,0,1,0,0,0,0,CARMEL,-121.920929,36.55761337,"c(-121.920929, 36.55761337)",Carmel-by-the-Sea
8055,2018,5/30/18,2018-05-30T08:43:00Z,Wednesday,LIGHTHOUSE AV,IRVING AV,NA,Y,NA,NA,4,0,1,A,12,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.9036179,36.61582947,"c(-121.9036179, 36.61582947)",Monterey
8056,2018,6/1/18,2018-06-01T17:36:00Z,Friday,NORTH FREMONT ST,AIRPORT RD,W,N,NA,NA,4,0,1,A,4,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8599014,36.59647751,"c(-121.8599014, 36.59647751)",Monterey
8057,2018,5/28/18,2018-05-28T12:12:00Z,Monday,RESERVATION RD,DE FOREST RD,W,N,NA,NA,4,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,MARINA,-121.7938309,36.68477631,"c(-121.7938309, 36.68477631)",Marina
8058,2018,5/23/18,2018-05-23T04:01:00Z,Wednesday,68,FOREST HILL BL,S,N,NA,NA,2,0,2,C,18,A,I,A,H,C,N,N,N,N,N,1,1,0,0,0,0,0,0,0,PACIFIC GROVE,-121.9220428,36.60668182,"c(-121.9220428, 36.60668182)",Pacific Grove
8059,2018,3/18/18,2018-03-18T12:08:00Z,Sunday,101,SAN ANTONIO DR,NA,Y,101,R,4,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,KING CITY,-121.1495667,36.19775009,"c(-121.1495667, 36.19775009)",Other Unincorporated
8060,2018,2/27/18,2018-02-27T18:06:00Z,Tuesday,NORTH MAIN ST,W MENKE ST,N,N,NA,NA,4,0,1,A,21,C,C,A,H,B,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6534348,36.68265152,"c(-121.6534348, 36.68265152)",Salinas
8061,2018,5/15/18,2018-05-15T22:02:00Z,Tuesday,COT,TUMBLEWEED DR,W,N,NA,NA,3,0,1,A,0,C,C,A,H,C,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,SALINAS,-121.6024933,36.70005035,"c(-121.6024933, 36.70005035)",Salinas
8062,2018,5/17/18,2018-05-17T05:07:00Z,Thursday,BUCKHORN DR,BISON WY,NA,Y,NA,NA,2,0,1,A,9,D,C,A,H,B,N,N,N,N,N,1,0,0,0,0,0,0,0,0,SALINAS,-121.5970688,36.69155121,"c(-121.5970688, 36.69155121)",Salinas
8063,2018,4/27/18,2018-04-27T20:00:00Z,Friday,NORTH DAVIS RD,WESTRIDGE PKWY,S,N,NA,NA,4,0,2,A,3,C,C,A,H,B,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6669388,36.70235443,"c(-121.6669388, 36.70235443)",Salinas
8064,2018,4/17/18,2018-04-17T20:51:00Z,Tuesday,183,RT 183,NA,Y,183,I,3,0,1,A,12,B,C,A,H,C,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6565018,36.67776871,"c(-121.6565018, 36.67776871)",Salinas
8065,2018,4/16/18,2018-04-16T15:00:00Z,Monday,WILLIAMS RD,FREEDOM PKWY,N,N,NA,NA,4,0,1,A,3,NA,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.5965881,36.6856842,"c(-121.5965881, 36.6856842)",Salinas
8066,2017,4/29/17,2017-04-29T21:30:00Z,Saturday,CROSS AV,MARKET ST,N,N,NA,NA,3,0,1,A,11,G,B,D,H,C,Y,N,N,N,N,0,1,0,0,1,0,0,0,0,SALINAS,-121.614005,36.6742009,"c(-121.614005, 36.6742009)",Salinas
8067,2018,5/5/18,2018-05-05T20:54:00Z,Saturday,NORTH MAIN ST,W MARKET,N,N,NA,NA,3,0,1,A,8,E,A,A,H,C,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6552887,36.67824554,"c(-121.6552887, 36.67824554)",Salinas
8068,2018,5/27/18,2018-05-27T16:27:00Z,Sunday,LOS COCHES AV,HUMBOLDT DR,NA,Y,NA,NA,4,0,1,A,1,D,C,A,H,A,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,SALINAS,-121.6304321,36.708259580000004,"c(-121.6304321, 36.70825958)",Salinas
8069,2018,5/4/18,2018-05-04T04:42:00Z,Friday,FREEDOM PKWY,SANBORN RD,NA,Y,NA,NA,4,0,1,D,0,F,A,A,H,C,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6013489,36.69213104,"c(-121.6013489, 36.69213104)",Salinas
8070,2018,5/15/18,2018-05-15T15:11:00Z,Tuesday,KILBRETH AV,DEL MONTE BL,N,N,NA,NA,3,0,1,A,11,G,B,D,H,A,Y,N,N,N,N,0,1,0,0,1,0,0,0,0,SALINAS,-121.6091766,36.68902969,"c(-121.6091766, 36.68902969)",Salinas
8071,2018,5/12/18,2018-05-12T09:07:00Z,Saturday,ABBOTT ST,SPICER ST,NA,Y,NA,NA,3,0,2,A,9,D,C,A,H,A,N,N,N,N,N,0,1,1,0,0,0,0,0,0,SALINAS,-121.6443863,36.66611862,"c(-121.6443863, 36.66611862)",Salinas
8072,2018,5/13/18,2018-05-13T21:50:00Z,Sunday,NORTH SANBORN RD,BORONDA,S,N,NA,NA,4,0,2,A,9,D,D,A,H,C,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.5985489,36.69316864,"c(-121.5985489, 36.69316864)",Salinas
8073,2018,5/3/18,2018-05-03T16:21:00Z,Thursday,EAST MARKET ST,GREENFIELD ALY,E,N,NA,NA,4,0,2,A,4,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6521225,36.67716599,"c(-121.6521225, 36.67716599)",Salinas
8074,2018,5/4/18,2018-05-04T12:50:00Z,Friday,NAVAJO DR,NORTH MAIN ST,NA,Y,NA,NA,3,0,1,A,5,NA,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,SALINAS,-121.6532516,36.70569992,"c(-121.6532516, 36.70569992)",Salinas
8075,2018,5/23/18,2018-05-23T21:31:00Z,Wednesday,W ALISAL ST,HOMESTEAD AV,NA,Y,NA,NA,3,0,2,A,12,D,C,A,H,C,N,N,N,N,N,0,2,0,0,0,0,0,0,0,SALINAS,-121.6643829,36.67251968,"c(-121.6643829, 36.67251968)",Salinas
8076,2018,5/20/18,2018-05-20T13:30:00Z,Sunday,W ALISAL ST,CAPITOL ST,W,N,NA,NA,3,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6601105,36.673103330000004,"c(-121.6601105, 36.67310333)",Salinas
8077,2018,5/23/18,2018-05-23T16:25:00Z,Wednesday,E ALISAL ST,SMITH ST,NA,Y,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6367264,36.67383957,"c(-121.6367264, 36.67383957)",Salinas
8078,2018,5/22/18,2018-05-22T16:08:00Z,Tuesday,NORTH SANBORN RD,EAST MARKET ST,N,N,NA,NA,4,0,1,A,4,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6266251,36.67718506,"c(-121.6266251, 36.67718506)",Salinas
8079,2018,5/15/18,2018-05-15T17:38:00Z,Tuesday,EAST ALVIN DR,LASSEN AV,N,N,NA,NA,2,0,1,A,9,D,C,A,H,A,N,N,N,N,N,1,0,0,0,0,0,0,0,0,SALINAS,-121.6386642,36.70550537,"c(-121.6386642, 36.70550537)",Salinas
8080,2018,5/24/18,2018-05-24T13:33:00Z,Thursday,N SANBORN,DEL MONTE AV,NA,Y,NA,NA,2,0,3,A,9,B,C,A,H,A,N,N,N,N,N,1,2,0,0,0,0,0,0,0,SALINAS,-121.610817,36.68865967,"c(-121.610817, 36.68865967)",Salinas
8081,2018,5/27/18,2018-05-27T15:52:00Z,Sunday,EAST MARKET ST,HEBBRON AV,E,N,NA,NA,3,0,2,A,9,NA,C,A,H,A,N,N,N,N,N,0,1,1,0,0,0,0,0,0,SALINAS,-121.6308594,36.67646408,"c(-121.6308594, 36.67646408)",Salinas
8082,2018,5/22/18,2018-05-22T15:49:00Z,Tuesday,W ROSSI,RICO ST,E,N,NA,NA,4,0,1,A,21,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6614609,36.68391418,"c(-121.6614609, 36.68391418)",Salinas
8083,2018,5/12/18,2018-05-12T13:01:00Z,Saturday,ARCADIA ST,NATIVIDAD RD,W,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6243668,36.71355057,"c(-121.6243668, 36.71355057)",Salinas
8084,2018,5/27/18,2018-05-27T12:07:00Z,Sunday,MOFFETT ST,LA GUARDIA ST,W,N,NA,NA,3,0,1,A,11,G,B,D,H,A,Y,N,N,N,N,0,1,0,0,1,0,0,0,0,SALINAS,-121.6163177,36.66069412,"c(-121.6163177, 36.66069412)",Salinas
8085,2017,5/13/17,2017-05-13T13:45:00Z,Saturday,CARR AV,TERRACE ST,N,N,NA,NA,2,0,1,A,3,A,I,A,H,A,N,N,N,N,N,1,0,0,0,0,0,0,0,0,SALINAS,-121.6351524,36.67898574,"c(-121.6351524, 36.67898574)",Salinas
8086,2018,5/27/18,2018-05-27T11:22:00Z,Sunday,EAST MARKET ST,GRIFFIN,NA,Y,NA,NA,3,0,2,A,9,A,C,A,H,A,N,N,N,N,N,0,2,0,0,0,0,0,0,0,SALINAS,-121.6449432,36.67895889,"c(-121.6449432, 36.67895889)",Salinas
8087,2018,5/10/18,2018-05-10T15:48:00Z,Thursday,RAINIER DR,MODOC,E,N,NA,NA,2,0,1,A,8,A,C,A,H,A,N,N,N,N,N,1,0,0,0,0,0,0,0,0,SALINAS,-121.6374664,36.70168686,"c(-121.6374664, 36.70168686)",Salinas
8088,2018,5/1/18,2018-05-01T20:08:00Z,Tuesday,EAST LAUREL DR,ST EDWARDS AV,E,N,NA,NA,2,0,1,A,8,D,I,A,H,C,N,N,N,N,N,1,0,0,0,0,0,0,0,0,SALINAS,-121.6228714,36.6859436,"c(-121.6228714, 36.6859436)",Salinas
8089,2018,5/7/18,2018-05-07T22:33:00Z,Monday,CONSTITUTION BL,MANCHESTER DR,NA,Y,NA,NA,4,0,1,A,10,G,B,B,H,D,Y,N,N,N,N,0,0,1,0,1,0,0,0,0,SALINAS,-121.6231918,36.70006943,"c(-121.6231918, 36.70006943)",Salinas
8090,2018,5/17/18,2018-05-17T14:14:00Z,Thursday,N 1ST ST,WEST CURTIS ST,N,N,NA,NA,4,0,1,A,8,G,G,A,H,A,N,Y,N,N,N,0,0,1,0,0,0,1,0,0,SALINAS,-121.655014,36.70213699,"c(-121.655014, 36.70213699)",Salinas
8091,2018,5/8/18,2018-05-08T08:24:00Z,Tuesday,W ALISAL ST,HOMESTEAD AV,NA,Y,NA,NA,4,0,2,A,9,D,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6643829,36.67251968,"c(-121.6643829, 36.67251968)",Salinas
8092,2017,5/4/17,2017-05-04T08:00:00Z,Thursday,EAST ALVIN DR,MCKINNON RD,W,N,NA,NA,4,0,1,A,0,G,G,A,H,A,N,Y,N,N,N,0,0,1,0,0,0,1,0,0,SALINAS,-121.6460131,36.70727029,"c(-121.6460131, 36.70727029)",Salinas
8093,2018,5/10/18,2018-05-10T14:41:00Z,Thursday,WEST BLANCO RD,PADRE DR,NA,Y,NA,NA,4,0,2,A,9,D,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6622314,36.65642929,"c(-121.6622314, 36.65642929)",Salinas
8094,2018,5/23/18,2018-05-23T09:55:00Z,Wednesday,ROSARITA DR,GRANADA AV,S,N,NA,NA,3,0,1,A,21,D,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6449661,36.69402695,"c(-121.6449661, 36.69402695)",Salinas
8095,2018,5/17/18,2018-05-17T19:14:00Z,Thursday,EAST LAUREL DR,TOWT ST,W,N,NA,NA,3,0,1,A,8,C,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6179047,36.67946625,"c(-121.6179047, 36.67946625)",Salinas
8096,2018,5/4/18,2018-05-04T21:48:00Z,Friday,NORTH SANBORN RD,FREEDOM PKWY,NA,Y,NA,NA,4,0,1,A,9,D,C,A,H,C,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6013489,36.69213104,"c(-121.6013489, 36.69213104)",Salinas
8097,2018,5/28/18,2018-05-28T12:32:00Z,Monday,RESERVATION RD,CALIFORNIA AV,NA,Y,NA,NA,3,0,1,D,0,F,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,MARINA,-121.7848892,36.68059921,"c(-121.7848892, 36.68059921)",Marina
8098,2018,6/8/18,2018-06-08T10:33:00Z,Friday,MUNRAS AV,DEL MONTE CTR,NA,Y,NA,NA,4,0,1,A,12,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.9009018,36.58480835,"c(-121.9009018, 36.58480835)",Monterey
8099,2018,6/8/18,2018-06-08T12:20:00Z,Friday,FOREST AV,BEAUMONT AV,N,N,NA,NA,4,0,1,A,5,A,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,PACIFIC GROVE,-121.9217606,36.61231613,"c(-121.9217606, 36.61231613)",Pacific Grove
8100,2018,6/6/18,2018-06-06T14:06:00Z,Wednesday,CONGRESS AV,ROSEMONT AV,S,N,NA,NA,3,0,1,A,4,C,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,PACIFIC GROVE,-121.9244614,36.61468124,"c(-121.9244614, 36.61468124)",Pacific Grove
8101,2018,6/5/18,2018-06-05T13:26:00Z,Tuesday,PEARL ST,TYLER ST,W,N,NA,NA,4,0,1,A,21,B,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8941956,36.5976944,"c(-121.8941956, 36.5976944)",Monterey
8102,2018,6/14/18,2018-06-14T12:46:00Z,Thursday,CAMINO EL ESTERO,DEL MONTE AV,S,N,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8873444,36.5997467,"c(-121.8873444, 36.5997467)",Monterey
8103,2018,6/6/18,2018-06-06T13:18:00Z,Wednesday,FREMONT ST,ABREGO ST,NA,Y,NA,NA,4,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,MONTEREY,-121.8921814,36.59524918,"c(-121.8921814, 36.59524918)",Monterey
8104,2018,6/16/18,2018-06-16T20:40:00Z,Saturday,NORTH FREMONT ST,RAMONA AV,E,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8555222,36.59732437,"c(-121.8555222, 36.59732437)",Monterey
8105,2018,4/19/18,2018-04-19T10:30:00Z,Thursday,FREMONT BL,HARCOURT AV,NA,Y,NA,NA,4,0,1,A,10,G,B,B,H,A,Y,N,N,N,N,0,0,1,0,1,0,0,0,0,SEASIDE,-121.8482513,36.60380173,"c(-121.8482513, 36.60380173)",Seaside
8106,2018,4/2/18,2018-04-02T17:40:00Z,Monday,SONOMA AV,MESCAL ST,NA,N,NA,NA,3,0,1,A,3,A,E,A,H,A,N,N,Y,N,N,0,1,0,0,0,0,0,0,1,SEASIDE,-121.8272934,36.60554123,"c(-121.8272934, 36.60554123)",Seaside
8107,2018,4/17/18,2018-04-17T12:43:00Z,Tuesday,FREMONT BL,PLAYA AV,N,N,NA,NA,4,0,1,A,10,G,B,B,H,A,Y,N,N,N,N,0,0,1,0,1,0,0,0,0,SEASIDE,-121.8411407,36.61805725,"c(-121.8411407, 36.61805725)",Seaside
8108,2018,4/16/18,2018-04-16T16:25:00Z,Monday,FREMONT BL,LOPEZ AV,S,N,NA,NA,4,0,1,A,11,D,B,D,NA,A,Y,N,N,N,N,0,0,1,0,1,0,0,0,0,SEASIDE,-121.8486252,36.6030159,"c(-121.8486252, 36.6030159)",Seaside
8109,2018,4/18/18,2018-04-18T12:44:00Z,Wednesday,FREMONT BL,CLEMENTINA AV,NA,Y,NA,NA,3,0,1,A,12,D,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SEASIDE,-121.8446274,36.61087036,"c(-121.8446274, 36.61087036)",Seaside
8110,2018,4/8/18,2018-04-08T06:00:00Z,Sunday,218,CANYON DEL REY BL,NA,Y,218,I,4,0,1,A,11,D,G,A,H,C,N,Y,N,N,N,0,0,1,0,0,0,1,0,0,SEASIDE,-121.8507919,36.59890747,"c(-121.8507919, 36.59890747)",Seaside
8111,2018,4/6/18,2018-04-06T15:52:00Z,Friday,FREMONT BL,ECHO AV,N,N,NA,NA,3,0,1,A,8,D,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,SEASIDE,-121.8430099,36.61402512,"c(-121.8430099, 36.61402512)",Seaside
8112,2018,4/5/18,2018-04-05T15:41:00Z,Thursday,CLEMENTINA,FREMONT BL,NA,Y,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SEASIDE,-121.8446274,36.61087036,"c(-121.8446274, 36.61087036)",Seaside
8113,2018,4/3/18,2018-04-03T11:00:00Z,Tuesday,FREMONT BL,ECHO AV,S,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SEASIDE,-121.8430176,36.61399841,"c(-121.8430176, 36.61399841)",Seaside
8114,2018,4/2/18,2018-04-02T19:58:00Z,Monday,DEL MONTE BL,PLAYA AV,NA,Y,NA,NA,4,0,1,A,12,D,G,A,H,C,N,Y,N,N,N,0,0,1,0,0,0,1,0,0,SEASIDE,-121.8426208,36.61849976,"c(-121.8426208, 36.61849976)",Seaside
8115,2018,4/2/18,2018-04-02T10:59:00Z,Monday,DEL MONTE BL,CLEMENTINA AV,N,N,NA,NA,2,0,1,A,11,G,B,D,H,A,Y,N,N,N,N,1,0,0,0,1,0,0,0,0,SEASIDE,-121.8487244,36.61143112,"c(-121.8487244, 36.61143112)",Seaside
8116,2018,6/4/18,2018-06-04T20:11:00Z,Monday,REINDOLLAR AV,CALIFORNIA AV,E,N,NA,NA,3,0,3,A,10,G,B,B,G,A,Y,N,N,N,N,0,1,2,0,3,0,0,0,0,MARINA,-121.7896118,36.67414093,"c(-121.7896118, 36.67414093)",Marina
8117,2018,6/16/18,2018-06-16T19:32:00Z,Saturday,MUNRAS AV,TYLER ST,N,N,NA,NA,3,0,1,A,11,G,B,D,H,A,Y,N,N,N,N,0,1,0,0,1,0,0,0,0,MONTEREY,-121.8943787,36.59711838,"c(-121.8943787, 36.59711838)",Monterey
8118,2018,6/18/18,2018-06-18T13:51:00Z,Monday,DEL MONTE AV,PACIFIC ST,E,N,NA,NA,4,0,1,A,21,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8954468,36.60113525,"c(-121.8954468, 36.60113525)",Monterey
8119,2018,6/20/18,2018-06-20T18:37:00Z,Wednesday,LIGHTHOUSE AV,DICKMAN AV,S,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,MONTEREY,-121.899231,36.61062622,"c(-121.899231, 36.61062622)",Monterey
8120,2018,6/20/18,2018-06-20T16:38:00Z,Wednesday,PRIVATE BOLIO RD,LIGHTHOUSE AV,E,N,NA,NA,3,0,1,A,3,C,C,A,H,A,N,N,Y,N,N,0,1,0,0,0,0,0,0,1,MONTEREY,-121.8972321,36.60847092,"c(-121.8972321, 36.60847092)",Monterey
8121,2018,3/30/18,2018-03-30T19:53:00Z,Friday,EAST BERNAL DR,ROSARITA DR,E,N,NA,NA,4,0,1,A,8,B,B,E,H,B,Y,N,N,N,Y,0,0,1,0,1,0,0,0,0,SALINAS,-121.6455231,36.69121933,"c(-121.6455231, 36.69121933)",Salinas
8122,2018,4/22/18,2018-04-22T00:25:00Z,Sunday,EAST MARKET ST,KERN ST,NA,Y,NA,NA,3,0,1,A,12,D,C,A,H,C,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6400833,36.67739105,"c(-121.6400833, 36.67739105)",Salinas
8123,2018,5/20/18,2018-05-20T05:21:00Z,Sunday,2ND AV,TOWT ST,E,N,NA,NA,4,0,2,A,1,A,E,A,H,C,N,N,N,N,Y,0,0,2,0,0,0,0,0,0,SALINAS,-121.6212845,36.6747818,"c(-121.6212845, 36.6747818)",Salinas
8124,2018,6/14/18,2018-06-14T19:25:00Z,Thursday,N HEBBRON AV,JEFFERSON ST,S,N,NA,NA,1,1,0,A,11,G,B,E,H,A,Y,N,N,N,N,0,0,0,1,0,0,0,0,0,SALINAS,-121.6319351,36.67524338,"c(-121.6319351, 36.67524338)",Salinas
8125,2018,9/14/18,2018-09-14T02:26:00Z,Friday,ROY DIAZ ST,DE LA TORRE ST,N,N,NA,NA,1,1,0,A,11,G,B,D,H,C,Y,N,N,N,N,0,0,0,1,0,0,0,0,0,SALINAS,-121.621788,36.66184998,"c(-121.621788, 36.66184998)",Salinas
8126,2017,2/4/17,2017-02-04T18:28:00Z,Saturday,BROADWAY AV,HILLSDALE ST,NA,Y,NA,NA,1,1,1,A,10,G,B,D,H,C,Y,N,N,N,N,1,0,0,1,1,0,0,0,0,SEASIDE,-121.8505499,36.6092701,"c(-121.8505499, 36.6092701)",Seaside
8127,2018,10/10/18,2018-10-10T19:44:00Z,Wednesday,W ALISAL ST,MAIN ST,NA,Y,NA,NA,1,1,0,A,11,A,B,B,H,C,Y,N,N,N,N,0,0,0,1,0,0,0,0,0,SALINAS,-121.6548233,36.67380142,"c(-121.6548233, 36.67380142)",Salinas
8128,2018,1/8/18,2018-01-08T06:38:00Z,Monday,W LAUREL,BALDWIN ST,E,N,NA,NA,1,1,0,D,0,G,B,E,H,D,Y,N,N,N,N,0,0,0,1,0,0,0,0,0,SALINAS,-121.6534805,36.69913483,"c(-121.6534805, 36.69913483)",Salinas
8129,2018,5/5/18,2018-05-05T06:46:00Z,Saturday,183,RT 183,NA,Y,183,I,3,0,1,A,12,D,D,A,H,A,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,SALINAS,-121.6540833,36.68081284,"c(-121.6540833, 36.68081284)",Salinas
8130,2018,5/21/18,2018-05-21T18:32:00Z,Monday,183,VILLA ST,NA,Y,183,I,4,0,1,A,8,B,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6663818,36.68151855,"c(-121.6663818, 36.68151855)",Salinas
8131,2018,5/11/18,2018-05-11T17:29:00Z,Friday,183,E MENKE ST,N,N,183,H,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6533203,36.68322754,"c(-121.6533203, 36.68322754)",Salinas
